word	paradigm_class	confidence
पहलौटा	M1	heuristic
पहलौटी	F1	heuristic
पहलौठा	M1	heuristic
पहलौठी	F1	heuristic
पहाड़	M2	certain
पहाड़ा	M1	certain
पहाड़ी	F1	certain
पहाडा	M1	heuristic
पहिया	M1	certain
पहुँच	F3	certain
पहुनाई	F1	certain
पहुॅच	F3	certain
पहुॅची	F1	certain
पहेली	F1	certain
पा	M1	heuristic
पाँयँचा	M1	heuristic
पाँवडा	M1	heuristic
पांचाली	F1	certain
पांडव	M2	certain
पांडित्य	F3	certain
पांडु	F5	certain
पांडुकंबल	F3	certain
पांडुभूम	F3	certain
पांडुर	F3	certain
पांडुरोग	F3	certain
पांडुलिपि	F4	certain
पांडुलेख	M2	certain
पांथशाला	M1	heuristic
पांशु	F5	certain
पाइंट	M2	certain
पाइप	M2	certain
पाइलट	M2	certain
पाई	F1	certain
पाउडर	F3	certain
पाक	F3	certain
पाकक्रिया	F2	certain
पाकनजर	F3	certain
पाकशाला	F2	certain
पाकेट	M2	certain
पाकेटमार	M2	certain
पाकेटमारी	F1	certain
पाखंड	F3	certain
पाखंडी	M3	certain
पाख़ाना	M1	certain
पाखाना	M1	certain
पाग	F3	certain
पागल	M2	certain
पागलख़ाना	M1	heuristic
पागलखाना	M1	certain
पागलिनी	F1	certain
पाग्लपन	F3	certain
पाचन	F3	certain
पाचनशक्ति	F4	certain
पाजामा	M1	heuristic
पाजी	M3	certain
पाजीपन	F3	certain
पाजेब	F3	certain
पाट	M2	certain
पाटन	F3	certain
पाटनक्रिया	F2	certain
पाटल	F3	certain
पाटव	F3	certain
पाटा	M1	heuristic
पाटी	F1	certain
पाठ	M2	certain
पाठक	M2	certain
पाठन	F3	certain
पाठशाला	F2	certain
पाठा	M1	certain
पाठांतर	F3	certain
पाठिका	M1	heuristic
पाठ्यक्रम	M2	certain
पाठ्यचर्या	M1	heuristic
पाठ्यपुस्तक	F3	certain
पाडा	M1	heuristic
पाडी	F1	heuristic
पाणि	M3	certain
पाणिग्रहण	F3	certain
पाणिग्रहीता	F2	certain
पाणिग्र्‍हीती	F1	certain
पाणिनि	M3	certain
पाणिपल्लव	M2	certain
पाणिपाद	M2	certain
पाणिमूल	M2	certain
पाणिरेखा	F2	certain
पाण्डुलिपि	F4	heuristic
पातक	M2	certain
पातगोभी	F1	heuristic
पातन	M2	certain
पाताल	F3	certain
पातालगंगा	F2	certain
पातालौका	M1	heuristic
पातित्य	F3	certain
पातिव्रत	M2	certain
पातिव्रत्य	F3	certain
पाती	M2	certain
पात्र	M2	certain
पात्रता	F2	certain
पात्रत्व	F3	certain
पाथ	M2	certain
पाद	M2	certain
पादग्रहण	F3	certain
पादतल	M2	certain
पादत्राण	M2	certain
पादप	M2	certain
पादपूर्ति	F4	certain
पादप्रहार	M2	certain
पादभाग	M2	certain
पादमुद्रा	F2	certain
पादरषण	M2	certain
पादरी	M3	certain
पादशाही	F1	certain
पादांगुलि	F4	certain
पादांगुष्ठ	F3	certain
पादांबु	M4	certain
पादाघात	M2	certain
पादारविंद	M2	certain
पादावसेचन	M2	certain
पादुका	F2	certain
पादोदक	M2	certain
पान	M2	certain
पानदान	M2	certain
पानपत्ता	M1	certain
पानफूल	M2	certain
पानसुपारी	F1	certain
पाना	M1	heuristic
पानी	M3	certain
पाप	M2	certain
पापकर्म	M2	certain
पापकारक	M2	certain
पापक्षय	M2	certain
पापड़	M2	certain
पापनाशिनी	F1	certain
पापपुरुष	M2	certain
पापयोनि	F4	certain
पापरोग	M2	certain
पापलोक	M2	certain
पापहीनता	M1	heuristic
पापा	M1	certain
पापाचार	F3	certain
पापाधम	F3	certain
पापानुबंध	F3	certain
पापी	M3	certain
पाबंद	F3	certain
पाबंदी	F1	certain
पायँता	M1	heuristic
पायँती	F1	heuristic
पायखाना	M1	heuristic
पायजा	M1	heuristic
पायजामा	M1	heuristic
पायताना	M1	heuristic
पायताबा	M1	heuristic
पायदान	M2	certain
पायदारी	F1	certain
पायरा	M1	heuristic
पायल	F3	certain
पाया	M1	certain
पार	F3	certain
पारंपरिकता	M1	heuristic
पारखी	M3	certain
पारगामी	M3	certain
पारण	F3	certain
पारणा	F2	certain
पारदर्शिता	F2	certain
पारदारिक	F3	certain
पारपत्र	F3	certain
पारस	M2	certain
पारसी	M3	certain
पारस्परिक	F3	certain
पारा	M1	certain
पारायण	F3	certain
पारिजात	F3	certain
पारितोषिक	F3	certain
पारिमांडल्य	F3	certain
पारिश्रमिक	F3	certain
पारी	F1	certain
पारुष्य	F3	certain
पार्क	M2	certain
पार्ट	F3	certain
पार्टी	F1	certain
पार्थ	F3	certain
पार्थक्य	F3	certain
पार्लियामेंट	F3	certain
पार्वती	F1	certain
पार्श्वभाग	M2	certain
पार्श्वसूल	M2	certain
पार्श्वास्थि	F4	heuristic
पार्षद	F3	certain
पार्सल	M2	certain
पार्सलबाबू	M4	certain
पाल	M2	certain
पालक	M2	certain
पालकी	F1	certain
पालतू	M4	certain
पालथी	F1	certain
पालनकर्ता	M1	heuristic
पालना	M1	heuristic
पालयिता	M1	certain
पाला	M1	certain
पालिश	F3	certain
पालिसी	F1	certain
पाली	F1	heuristic
पाव	M2	certain
पावक	M2	certain
पावकमणि	M3	certain
पावती	F1	certain
पावतीपत्र	F3	certain
पावना	M1	heuristic
पावनी	F1	heuristic
पावरहाउस	F3	certain
पावरोटी	F1	certain
पावस	F3	certain
पावा	M1	heuristic
पाश	M2	certain
पाशुपतास्त्र	F3	certain
पाषाण	M2	certain
पासनी	F1	heuristic
पासपोर्ट	M2	certain
पासबुक	M2	certain
पासवर्ड	F3	certain
पासा	M1	certain
पासी	M3	certain
पाहुना	M1	heuristic
पिंगला	F2	certain
पिंगूरा	M1	heuristic
पिंजरा	M1	certain
पिंड	M2	certain
पिंडदान	F3	certain
पिंडली	F1	certain
पिंडा	M1	heuristic
पिक	M2	certain
पिकनिक	F3	certain
पिच	F3	certain
पिचकारी	F1	certain
पिचकी	F1	heuristic
पिछड़ापन	F3	certain
पिछलगा	M1	certain
पिछलगी	F1	certain
पिछलग्गू	M4	certain
पिछवाई	F1	heuristic
पिछवाडा	M1	heuristic
पिछाड़ी	F1	certain
पिछाडी	F1	heuristic
पिटना	M1	heuristic
पिटाई	F1	certain
पिटारा	M1	certain
पिटारी	F1	heuristic
पिट्ठू	M4	certain
पितर	M2	certain
पिता	M1	certain
पिताजी	F1	heuristic
पितामह	M2	certain
पितामही	F1	certain
पितियानी	F1	heuristic
पित्त	M2	certain
पित्तक्षोभ	M2	certain
पित्तप्रकोप	M2	certain
पित्ताग्नि	F4	heuristic
पित्ताशय	M2	certain
पित्ती	F1	heuristic
पित्र्‍	M2	certain
पित्र्‍कर्म	M2	certain
पित्र्‍कल्प	M2	certain
पित्र्‍कुल	M2	certain
पित्र्‍क्रिया	F2	certain
पित्र्‍गाथा	F2	certain
पित्र्‍ग्र्‍ह	M2	certain
पित्र्‍घात	M2	certain
पित्र्‍तर्पण	F3	certain
पित्र्‍तिथि	F4	certain
पित्र्‍तीर्थ	M2	certain
पित्र्‍देव	M2	certain
पित्र्‍भक्ति	F4	certain
पित्र्‍यज्ञ	M2	certain
पित्र्‍लोक	M2	certain
पित्र्‍वंश	M2	certain
पित्र्‍विसर्जन	M2	certain
पित्र्‍श्राद्ध	M2	certain
पिद्दी	F1	heuristic
पिन	F3	certain
पिनाक	M2	certain
पिनाकपाणि	F4	heuristic
पिनाकी	M3	certain
पिन्डली	F1	heuristic
पिपटारा	M1	certain
पिपासा	F2	certain
पिपीलिका	F2	certain
पियक्कड़	M2	certain
पिरामिड	M2	certain
पिल्ला	M1	certain
पिशाच	M2	certain
पिशाचनी	F1	heuristic
पिशाचिनी	F1	heuristic
पिशुन	M2	certain
पिशुनता	F2	certain
पिसनहारी	F1	heuristic
पिसाई	F1	certain
पिसैया	M1	heuristic
पिसौनी	F1	certain
पिस्ता	M1	certain
पिस्तौल	F3	certain
पिस्सू	M4	certain
पिॅडली	F1	certain
पींजरा	M1	heuristic
पीक	F3	certain
पीकदान	M2	certain
पीछा	M1	certain
पीठ	F3	certain
पीठिका	M1	heuristic
पीठी	F1	certain
पीड़न	F3	certain
पीड़ा	F2	certain
पीड़ित	M2	certain
पीडा	M1	heuristic
पीढ़ा	M1	certain
पीढ़ी	F1	certain
पीढा	M1	heuristic
पीढी	F1	heuristic
पीतगंध	F3	certain
पीतचंदन	F3	certain
पीतपुष्पी	F1	certain
पीतल	F3	certain
पीतांबर	F3	certain
पीप	F3	certain
पीपल	M2	certain
पीपा	M1	certain
पीयूष	F3	certain
पीर	F3	certain
पीरज़ादा	M1	heuristic
पील	F3	certain
पीलपव	F3	certain
पीलवान	F3	certain
पीलापन	F3	certain
पीलिया	M1	certain
पीली	F1	certain
पीहर	F3	certain
पुंगीफल	F3	certain
पुंज	F3	certain
पुंडरीक	F3	certain
पुंसकता	M1	heuristic
पुंस्त्व	F3	certain
पुआल	F3	certain
पुकार	F3	certain
पुखराज	F3	certain
